sid,segmentation_year,segmentation_band
32113,2013,symphonic
30564,2013,symphonic
32599,2013,symphonic
36507,2013,symphonic
29752,2013,symphonic
34456,2013,symphonic
31819,2013,symphonic
32844,2013,symphonic
28666,2013,symphonic
32992,2013,symphonic
29234,2013,symphonic
30452,2013,symphonic
32521,2013,symphonic
33036,2013,symphonic
31413,2013,symphonic
33515,2013,symphonic
36029,2013,symphonic
30562,2013,symphonic
31456,2013,symphonic
29525,2013,symphonic
36022,2013,symphonic
31655,2013,symphonic
30888,2013,symphonic
36033,2013,symphonic
30144,2013,symphonic
36005,2013,symphonic
28611,2013,symphonic
33400,2013,symphonic
30086,2013,symphonic
28997,2013,symphonic
31601,2013,symphonic
34292,2013,symphonic
30059,2013,symphonic
30084,2013,symphonic
29668,2013,symphonic
31061,2013,symphonic
34478,2013,symphonic
35350,2013,symphonic
29731,2013,symphonic
31867,2013,symphonic
33478,2013,symphonic
35104,2013,symphonic
30283,2013,symphonic
34289,2013,symphonic
34451,2013,symphonic
32014,2013,symphonic
37271,2013,symphonic
28947,2013,symphonic
30930,2013,symphonic
32157,2013,symphonic
30941,2013,symphonic
28726,2013,symphonic
28775,2013,symphonic
35493,2013,symphonic
31545,2013,symphonic
38767,2013,symphonic
31174,2013,symphonic
30776,2013,symphonic
33738,2013,symphonic
31564,2013,symphonic
29769,2013,symphonic
30051,2013,symphonic
30931,2013,symphonic
32170,2013,symphonic
30770,2013,symphonic
36679,2013,symphonic
29312,2013,symphonic
33526,2013,symphonic
29534,2013,symphonic
33480,2013,symphonic
29956,2013,symphonic
29973,2013,symphonic
30897,2013,symphonic
29567,2013,symphonic
33542,2013,symphonic
28719,2013,symphonic
32851,2013,symphonic
29324,2013,symphonic
30039,2013,symphonic
29612,2013,symphonic
30315,2013,symphonic
30079,2013,symphonic
35099,2013,symphonic
30068,2013,symphonic
31727,2013,symphonic
35313,2013,symphonic
32535,2013,symphonic
29513,2013,symphonic
29520,2013,symphonic
29222,2013,symphonic
33662,2013,symphonic
30290,2013,symphonic
30600,2013,symphonic
28616,2013,symphonic
34455,2013,symphonic
35072,2013,symphonic
30760,2013,symphonic
34191,2013,symphonic
30934,2013,symphonic
35299,2013,symphonic
29688,2013,symphonic
35838,2013,symphonic
31572,2013,symphonic
29583,2013,symphonic
32767,2013,symphonic
31804,2013,symphonic
33534,2013,symphonic
30310,2013,symphonic
33023,2013,symphonic
35470,2013,symphonic
32217,2013,symphonic
29553,2013,symphonic
30522,2013,symphonic
29524,2013,symphonic
33584,2013,symphonic
32814,2013,symphonic
30073,2013,symphonic
28989,2013,symphonic
31506,2013,symphonic
37295,2013,symphonic
32481,2013,symphonic
30807,2013,symphonic
33551,2013,symphonic
32491,2013,symphonic
36649,2013,symphonic
32824,2013,symphonic
32706,2013,symphonic
31611,2013,symphonic
30121,2013,symphonic
33514,2013,symphonic
32420,2013,symphonic
35502,2013,symphonic
30430,2013,symphonic
29310,2013,symphonic
31535,2013,symphonic
33986,2013,symphonic
30114,2013,symphonic
29126,2013,symphonic
33350,2013,symphonic
29276,2013,symphonic
30295,2013,symphonic
37336,2013,symphonic
29976,2013,symphonic
33831,2013,symphonic
31604,2013,symphonic
32484,2013,symphonic
32793,2013,symphonic
33854,2013,symphonic
33497,2013,symphonic
28753,2013,symphonic
33033,2013,symphonic
35096,2013,symphonic
32681,2013,symphonic
29736,2013,symphonic
36604,2013,symphonic
34662,2013,symphonic
32486,2013,symphonic
31283,2013,symphonic
31597,2013,symphonic
28986,2013,symphonic
30975,2013,symphonic
32972,2013,symphonic
36641,2013,symphonic
29730,2013,symphonic
31359,2013,symphonic
33769,2013,symphonic
31522,2013,symphonic
32002,2013,symphonic
30865,2013,symphonic
33031,2013,symphonic
28568,2013,symphonic
32359,2013,symphonic
32478,2013,symphonic
31115,2013,symphonic
35649,2013,symphonic
37246,2013,symphonic
30429,2013,symphonic
29733,2013,symphonic
37328,2013,symphonic
28623,2013,symphonic
32179,2013,symphonic
32759,2013,symphonic
32479,2013,symphonic
29699,2013,symphonic
33386,2013,symphonic
33511,2013,symphonic
28890,2013,symphonic
32834,2013,symphonic
33806,2013,symphonic
37184,2013,symphonic
30076,2013,symphonic
29085,2013,symphonic
28620,2013,symphonic
30352,2013,symphonic
29021,2013,symphonic
34197,2013,symphonic
33660,2013,symphonic
32848,2013,symphonic
30481,2013,symphonic
33987,2013,symphonic
29586,2013,symphonic
34487,2013,symphonic
34677,2013,symphonic
31614,2013,symphonic
34337,2013,symphonic
33616,2013,symphonic
35367,2013,symphonic
29781,2013,symphonic
30340,2013,symphonic
35309,2013,symphonic
32993,2013,symphonic
34217,2013,symphonic
29097,2013,symphonic
30624,2013,symphonic
37257,2013,symphonic
30685,2013,symphonic
30435,2013,symphonic
29158,2013,symphonic
36003,2013,symphonic
34835,2013,symphonic
31958,2013,symphonic
33827,2013,symphonic
29569,2013,symphonic
31527,2013,symphonic
30138,2013,symphonic
29406,2013,symphonic
33321,2013,symphonic
30356,2013,symphonic
32991,2013,symphonic
28619,2013,symphonic
35588,2013,symphonic
31041,2013,symphonic
32827,2013,symphonic
30428,2013,symphonic
33914,2013,symphonic
35329,2013,symphonic
28777,2013,symphonic
30970,2013,symphonic
35394,2013,symphonic
30863,2013,symphonic
29770,2013,symphonic
36062,2013,symphonic
31844,2013,symphonic
31166,2013,symphonic
29507,2013,symphonic
34475,2013,symphonic
33734,2013,symphonic
30687,2013,symphonic
31907,2013,symphonic
35369,2013,symphonic
30095,2013,symphonic
33856,2013,symphonic
28943,2013,symphonic
29694,2013,symphonic
35305,2013,symphonic
29675,2013,symphonic
30067,2013,symphonic
36603,2013,symphonic
36011,2013,symphonic
35320,2013,symphonic
30022,2013,symphonic
29299,2013,symphonic
34529,2013,symphonic
29797,2013,symphonic
30969,2013,symphonic
36669,2013,symphonic
28724,2013,symphonic
32831,2013,symphonic
37276,2013,symphonic
37465,2013,symphonic
29096,2013,symphonic
28690,2013,symphonic
29277,2013,symphonic
32172,2013,symphonic
36031,2013,symphonic
33774,2013,symphonic
37240,2013,symphonic
31538,2013,symphonic
32718,2013,symphonic
31321,2013,symphonic
32602,2013,symphonic
33384,2013,symphonic
37353,2013,symphonic
33024,2013,symphonic
33813,2013,symphonic
30011,2013,symphonic
33476,2013,symphonic
29496,2013,symphonic
36063,2013,symphonic
30678,2013,symphonic
29992,2013,symphonic
33830,2013,symphonic
38446,2013,symphonic
31436,2013,symphonic
32174,2013,symphonic
29564,2013,symphonic
35589,2013,symphonic
35476,2013,symphonic
29957,2013,symphonic
30669,2013,symphonic
33524,2013,symphonic
32872,2013,symphonic
37272,2013,symphonic
33337,2013,symphonic
31356,2013,symphonic
28945,2013,symphonic
37868,2013,symphonic
30854,2013,symphonic
34239,2013,symphonic
36002,2013,symphonic
32300,2013,symphonic
33658,2013,symphonic
34187,2013,symphonic
34391,2013,symphonic
32159,2013,symphonic
33656,2013,symphonic
30907,2013,symphonic
33575,2013,symphonic
30761,2013,symphonic
29572,2013,symphonic
30281,2013,symphonic
37283,2013,symphonic
33626,2013,symphonic
36644,2013,symphonic
30968,2013,symphonic
31866,2013,symphonic
38433,2013,symphonic
33908,2013,symphonic
29791,2013,symphonic
29101,2013,symphonic
33546,2013,symphonic
33653,2013,symphonic
32195,2013,symphonic
31615,2013,symphonic
35318,2013,symphonic
36509,2013,symphonic
37274,2013,symphonic
29296,2013,symphonic
35326,2013,symphonic
31323,2013,symphonic
30802,2013,symphonic
33897,2013,symphonic
31032,2013,symphonic
29152,2013,symphonic
31786,2013,symphonic
34668,2013,symphonic
30021,2013,symphonic
33895,2013,symphonic
31517,2013,symphonic
31438,2013,symphonic
28737,2013,symphonic
35105,2013,symphonic
33320,2013,symphonic
38121,2013,symphonic
29953,2013,symphonic
29138,2013,symphonic
36245,2013,symphonic
30016,2013,symphonic
30041,2013,symphonic
30533,2013,symphonic
34480,2013,symphonic
30713,2013,symphonic
30380,2013,symphonic
31165,2013,symphonic
30612,2013,symphonic
33488,2013,symphonic
28626,2013,symphonic
33026,2013,symphonic
32163,2013,symphonic
36025,2013,symphonic
30664,2013,symphonic
31979,2013,symphonic
29836,2013,symphonic
33989,2013,symphonic
31990,2013,symphonic
30810,2013,symphonic
29171,2013,symphonic
31976,2013,symphonic
29595,2013,symphonic
28649,2013,symphonic
32699,2013,symphonic
36937,2013,symphonic
31975,2013,symphonic
30856,2013,symphonic
35648,2013,symphonic
31324,2013,symphonic
29550,2013,symphonic
32886,2013,symphonic
33485,2013,symphonic
34075,2013,symphonic
33764,2013,symphonic
31590,2013,symphonic
33733,2013,symphonic
32797,2013,symphonic
33824,2013,symphonic
33544,2013,symphonic
29398,2013,symphonic
30096,2013,symphonic
37464,2013,symphonic
31698,2013,symphonic
38090,2013,symphonic
33234,2013,symphonic
31936,2013,symphonic
31916,2013,symphonic
32523,2013,symphonic
29109,2013,symphonic
31360,2013,symphonic
37190,2013,symphonic
31512,2013,symphonic
30115,2013,symphonic
35295,2013,symphonic
33670,2013,symphonic
28803,2013,symphonic
33549,2013,symphonic
30803,2013,symphonic
28624,2013,symphonic
29843,2013,symphonic
31325,2013,symphonic
33517,2013,symphonic
30696,2013,symphonic
30056,2013,symphonic
38688,2013,symphonic
38442,2013,symphonic
34016,2013,symphonic
32869,2013,symphonic
33929,2013,symphonic
29999,2013,symphonic
37288,2013,symphonic
31609,2013,symphonic
31595,2013,symphonic
37252,2013,symphonic
33665,2013,symphonic
35577,2013,symphonic
32153,2013,symphonic
30887,2013,symphonic
32395,2013,symphonic
32522,2013,symphonic
37066,2013,symphonic
33615,2013,symphonic
29584,2013,symphonic
29971,2013,symphonic
34160,2013,symphonic
31547,2013,symphonic
33937,2013,symphonic
29300,2013,symphonic
31520,2013,symphonic
31515,2013,symphonic
28941,2013,symphonic
29974,2013,symphonic
33898,2013,symphonic
31494,2013,symphonic
35339,2013,symphonic
32994,2013,symphonic
31897,2013,symphonic
33859,2013,symphonic
30081,2013,symphonic
29969,2013,symphonic
31554,2013,symphonic
32396,2013,symphonic
28627,2013,symphonic
33464,2013,symphonic
30280,2013,symphonic
30443,2013,symphonic
30850,2013,symphonic
33212,2013,symphonic
31280,2013,symphonic
29794,2013,symphonic
33675,2013,symphonic
31728,2013,symphonic
33758,2013,symphonic
31706,2013,symphonic
29750,2013,symphonic
29966,2013,symphonic
29693,2013,symphonic
35254,2013,symphonic
31570,2013,symphonic
30714,2013,symphonic
29095,2013,symphonic
30943,2013,symphonic
32175,2013,symphonic
28950,2013,symphonic
34221,2013,symphonic
35087,2013,symphonic
33019,2013,symphonic
28668,2013,symphonic
33289,2013,symphonic
34604,2013,symphonic
31505,2013,symphonic
35335,2013,symphonic
29193,2013,symphonic
35361,2013,symphonic
35995,2013,symphonic
31636,2013,symphonic
30848,2013,symphonic
33911,2013,symphonic
35233,2013,symphonic
31427,2013,symphonic
33048,2013,symphonic
28720,2013,symphonic
29608,2013,symphonic
32168,2013,symphonic
34834,2013,symphonic
32033,2013,symphonic
35296,2013,symphonic
37262,2013,symphonic
35315,2013,symphonic
29726,2013,symphonic
36015,2013,symphonic
32804,2013,symphonic
33963,2013,symphonic
34159,2013,symphonic
34883,2013,symphonic
28935,2013,symphonic
28909,2013,symphonic
36039,2013,symphonic
30204,2013,symphonic
30045,2013,symphonic
29504,2013,symphonic
36511,2013,symphonic
30317,2013,symphonic
34229,2013,symphonic
33536,2013,symphonic
29231,2013,symphonic
32687,2013,symphonic
29807,2013,symphonic
29578,2013,symphonic
34676,2013,symphonic
29170,2013,symphonic
31653,2013,symphonic
35301,2013,symphonic
33358,2013,symphonic
36006,2013,symphonic
28570,2013,symphonic
34596,2013,symphonic
37345,2013,symphonic
28734,2013,symphonic
37269,2013,symphonic
37244,2013,symphonic
30065,2013,symphonic
29577,2013,symphonic
32393,2013,symphonic
30668,2013,symphonic
35489,2013,symphonic
35286,2013,symphonic
29809,2013,symphonic
33198,2013,symphonic
32080,2013,symphonic
30905,2013,symphonic
30881,2013,symphonic
33612,2013,symphonic
32141,2013,symphonic
33180,2013,symphonic
29573,2013,symphonic
29188,2013,symphonic
33519,2013,symphonic
30092,2013,symphonic
31969,2013,symphonic
31708,2013,symphonic
31313,2013,symphonic
31049,2013,symphonic
32566,2013,symphonic
33253,2013,symphonic
33767,2013,symphonic
32325,2013,symphonic
30223,2013,symphonic
31608,2013,symphonic
33583,2013,symphonic
31282,2013,symphonic
33935,2013,symphonic
36680,2013,symphonic
28661,2013,symphonic
31591,2013,symphonic
29113,2013,symphonic
29190,2013,symphonic
35228,2013,symphonic
29696,2013,symphonic
38771,2013,symphonic
28761,2013,symphonic
30434,2013,symphonic
29370,2013,symphonic
33736,2013,symphonic
33850,2013,symphonic
29489,2013,symphonic
37263,2013,symphonic
29983,2013,symphonic
32198,2013,symphonic
30858,2013,symphonic
34152,2013,symphonic
31082,2013,symphonic
36639,2013,symphonic
32760,2013,symphonic
29051,2013,symphonic
30599,2013,symphonic
30877,2013,symphonic
31530,2013,symphonic
34498,2013,symphonic
31322,2013,symphonic
29403,2013,symphonic
30040,2013,symphonic
29684,2013,symphonic
29753,2013,symphonic
32341,2013,symphonic
35541,2013,symphonic
32019,2013,symphonic
31086,2013,symphonic
28672,2013,symphonic
35321,2013,symphonic
33803,2013,symphonic
34497,2013,symphonic
28776,2013,symphonic
31540,2013,symphonic
31562,2013,symphonic
33969,2013,symphonic
29566,2013,symphonic
29682,2013,symphonic
29813,2013,symphonic
29832,2013,symphonic
36736,2013,symphonic
29116,2013,symphonic
28778,2013,symphonic
29020,2013,symphonic
35526,2013,symphonic
32361,2013,symphonic
37204,2013,symphonic
33833,2013,symphonic
29149,2013,symphonic
30938,2013,symphonic
30080,2013,symphonic
29732,2013,symphonic
34211,2013,symphonic
33463,2013,symphonic
30666,2013,symphonic
37268,2013,symphonic
30596,2013,symphonic
34598,2013,symphonic
36610,2013,symphonic
32302,2013,symphonic
36506,2013,symphonic
29607,2013,symphonic
29679,2013,symphonic
38089,2013,symphonic
29131,2013,symphonic
29703,2013,symphonic
33940,2013,symphonic
31973,2013,symphonic
31950,2013,symphonic
37205,2013,symphonic
30973,2013,symphonic
33652,2013,symphonic
37275,2013,symphonic
32447,2013,symphonic
31173,2013,symphonic
31036,2013,symphonic
30853,2013,symphonic
35996,2013,symphonic
29609,2013,symphonic
36640,2013,symphonic
29805,2013,symphonic
28806,2013,symphonic
36013,2013,symphonic
32394,2013,symphonic
35398,2013,symphonic
35570,2013,symphonic
30287,2013,symphonic
35485,2013,symphonic
31911,2013,symphonic
34231,2013,symphonic
29667,2013,symphonic
30218,2013,symphonic
29490,2013,symphonic
33577,2013,symphonic
32210,2013,symphonic
33543,2013,symphonic
31172,2013,symphonic
40806,2014,middle
42667,2014,middle
41278,2014,middle
43488,2014,middle
39110,2014,middle
39474,2014,middle
43117,2014,middle
40264,2014,middle
44113,2014,middle
39657,2014,middle
40855,2014,middle
48374,2014,middle
39824,2014,middle
45826,2014,middle
44042,2014,middle
39394,2014,middle
42576,2014,middle
39750,2014,middle
39259,2014,middle
42022,2014,middle
41731,2014,middle
45863,2014,middle
40518,2014,middle
41192,2014,middle
41333,2014,middle
43896,2014,middle
39255,2014,middle
43469,2014,middle
39743,2014,middle
42357,2014,middle
41073,2014,middle
43236,2014,middle
44304,2014,middle
44250,2014,middle
44166,2014,middle
48021,2014,middle
41600,2014,middle
39778,2014,middle
43194,2014,middle
42236,2014,middle
42083,2014,middle
43871,2014,middle
39740,2014,middle
42251,2014,middle
41864,2014,middle
42548,2014,middle
39896,2014,middle
39442,2014,middle
43680,2014,middle
41007,2014,middle
41616,2014,middle
41010,2014,middle
39423,2014,middle
39125,2014,middle
40300,2014,middle
44266,2014,middle
41837,2014,middle
38941,2014,middle
42938,2014,middle
43272,2014,middle
40266,2014,middle
40321,2014,middle
42386,2014,middle
45953,2014,middle
42516,2014,middle
44305,2014,middle
38821,2014,middle
46214,2014,middle
43244,2014,middle
39830,2014,middle
39265,2014,middle
40997,2014,middle
43905,2014,middle
41958,2014,middle
42461,2014,middle
41334,2014,middle
39722,2014,middle
41214,2014,middle
41431,2014,middle
44112,2014,middle
42922,2014,middle
41614,2014,middle
46756,2014,middle
40316,2014,middle
47896,2014,middle
44302,2014,middle
47913,2014,middle
41659,2014,middle
40383,2014,middle
40026,2014,middle
41852,2014,middle
42149,2014,middle
44223,2014,middle
38838,2014,middle
41784,2014,middle
41692,2014,middle
42951,2014,middle
44658,2014,middle
39737,2014,middle
41267,2014,middle
40759,2014,middle
42947,2014,middle
42154,2014,middle
42133,2014,middle
42522,2014,middle
41042,2014,middle
41762,2014,middle
46411,2014,middle
41584,2014,middle
47094,2014,middle
39447,2014,middle
47873,2014,middle
39240,2014,middle
41244,2014,middle
42544,2014,middle
45943,2014,middle
47889,2014,middle
47860,2014,middle
39384,2014,middle
42378,2014,middle
42354,2014,middle
44179,2014,middle
40456,2014,middle
42095,2014,middle
39047,2014,middle
42930,2014,middle
41839,2014,middle
39667,2014,middle
42252,2014,middle
39260,2014,middle
40821,2014,middle
43260,2014,middle
39263,2014,middle
40815,2014,middle
39949,2014,middle
44444,2014,middle
46552,2014,middle
39115,2014,middle
42675,2014,middle
41236,2014,middle
43267,2014,middle
40147,2014,middle
48261,2014,middle
40710,2014,middle
40093,2014,middle
47893,2014,middle
41660,2014,middle
40058,2014,middle
43254,2014,middle
41240,2014,middle
42242,2014,middle
39367,2014,middle
48902,2014,middle
44628,2014,middle
41776,2014,middle
40460,2014,middle
40830,2014,middle
44115,2014,middle
41422,2014,middle
43198,2014,middle
39586,2014,middle
46332,2014,middle
42840,2014,middle
40000,2014,middle
48667,2014,middle
40810,2014,middle
39588,2014,middle
46864,2014,middle
45950,2014,middle
43106,2014,middle
46134,2014,middle
44228,2014,middle
42440,2014,middle
42841,2014,middle
43537,2014,middle
39216,2014,middle
41286,2014,middle
43608,2014,middle
39894,2014,middle
39390,2014,middle
42336,2014,middle
43485,2014,middle
39112,2014,middle
39370,2014,middle
38913,2014,middle
39895,2014,middle
44111,2014,middle
42925,2014,middle
39386,2014,middle
43811,2014,middle
39532,2014,middle
43261,2014,middle
47941,2014,middle
39043,2014,middle
47864,2014,middle
39606,2014,middle
42157,2014,middle
39236,2014,middle
47943,2014,middle
41565,2014,middle
42469,2014,middle
39897,2014,middle
46133,2014,middle
41791,2014,middle
41421,2014,middle
39044,2014,middle
42928,2014,middle
43192,2014,middle
39380,2014,middle
40483,2014,middle
47095,2014,middle
41960,2014,middle
42347,2014,middle
44435,2014,middle
44180,2014,middle
40457,2014,middle
39569,2014,middle
40061,2014,middle
40813,2014,middle
41838,2014,middle
40807,2014,middle
41592,2014,middle
39828,2014,middle
40859,2014,middle
41846,2014,middle
41589,2014,middle
48016,2014,middle
39329,2014,middle
41409,2014,middle
40013,2014,middle
41618,2014,middle
41601,2014,middle
41075,2014,middle
43089,2014,middle
41712,2014,middle
40194,2014,middle
41330,2014,middle
39377,2014,middle
46009,2014,middle
47930,2014,middle
46412,2014,middle
39728,2014,middle
41908,2014,middle
43184,2014,middle
42666,2014,middle
45843,2014,middle
42652,2014,middle
44086,2014,middle
39475,2014,middle
40314,2014,middle
42176,2014,middle
41587,2014,middle
44387,2014,middle
40823,2014,middle
40832,2014,middle
39555,2014,middle
51197,2014,middle
48019,2014,middle
42832,2014,middle
39795,2014,middle
42527,2014,middle
42975,2014,middle
44249,2014,middle
40567,2014,middle
51230,2014,middle
41564,2014,middle
47292,2014,middle
39238,2014,middle
40180,2014,middle
39718,2014,middle
39266,2014,middle
44104,2014,middle
40908,2014,middle
39331,2014,middle
40090,2014,middle
43207,2014,middle
43019,2014,middle
48023,2014,middle
43447,2014,middle
42462,2014,middle
39211,2014,middle
47858,2014,middle
42502,2014,middle
39296,2014,middle
44564,2014,middle
47901,2014,middle
38856,2014,middle
44283,2014,middle
42531,2014,middle
43712,2014,middle
42933,2014,middle
46363,2014,middle
39247,2014,middle
44374,2014,middle
41860,2014,middle
41683,2014,middle
42108,2014,middle
39003,2014,middle
40804,2014,middle
42160,2014,middle
42651,2014,middle
40143,2014,middle
42530,2014,middle
40319,2014,middle
43201,2014,middle
42525,2014,middle
39239,2014,middle
39015,2014,middle
40057,2014,middle
46131,2014,middle
39566,2014,middle
44117,2014,middle
40837,2014,middle
42396,2014,middle
44259,2014,middle
42147,2014,middle
39589,2014,middle
42131,2014,middle
47890,2014,middle
44660,2014,middle
46140,2014,middle
41847,2014,middle
43604,2014,middle
39393,2014,middle
43183,2014,middle
40381,2014,middle
42524,2014,middle
42574,2014,middle
46132,2014,middle
42844,2014,middle
44697,2014,middle
44215,2014,middle
43607,2014,middle
47902,2014,middle
40831,2014,middle
40174,2014,middle
39913,2014,middle
41340,2014,middle
47928,2014,middle
39781,2014,middle
43186,2014,middle
40910,2014,middle
41662,2014,middle
40754,2014,middle
43601,2014,middle
42562,2014,middle
41612,2014,middle
39257,2014,middle
42442,2014,middle
41243,2014,middle
39826,2014,middle
39833,2014,middle
41420,2014,middle
46142,2014,middle
47907,2014,middle
39720,2014,middle
40527,2014,middle
41014,2014,middle
39389,2014,middle
48887,2014,middle
39225,2014,middle
40827,2014,middle
44394,2014,middle
39130,2014,middle
40542,2014,middle
41194,2014,middle
42178,2014,middle
43058,2014,middle
41213,2014,middle
41907,2014,middle
39300,2014,middle
40884,2014,middle
44656,2014,middle
42019,2014,middle
43279,2014,middle
41599,2014,middle
41320,2014,middle
44046,2014,middle
41916,2014,middle
41675,2014,middle
46158,2014,middle
48821,2014,middle
38850,2014,middle
39048,2014,middle
40981,2014,middle
41844,2014,middle
44135,2014,middle
40895,2014,middle
41671,2014,middle
41412,2014,middle
42174,2014,middle
40535,2014,middle
41250,2014,middle
46754,2014,middle
43205,2014,middle
42669,2014,middle
39127,2014,middle
43593,2014,middle
39553,2014,middle
40835,2014,middle
39867,2014,middle
42538,2014,middle
40145,2014,middle
40764,2014,middle
40604,2014,middle
46159,2014,middle
40809,2014,middle
44107,2014,middle
40802,2014,middle
44230,2014,middle
47763,2014,middle
39756,2014,middle
39330,2014,middle
42836,2014,middle
42589,2014,middle
39582,2014,middle
39561,2014,middle
39135,2014,middle
41285,2014,middle
41249,2014,middle
40840,2014,middle
39901,2014,middle
41411,2014,middle
39574,2014,middle
42668,2014,middle
41512,2014,middle
41788,2014,middle
43341,2014,middle
41433,2014,middle
41665,2014,middle
41835,2014,middle
42859,2014,middle
41176,2014,middle
44172,2014,middle
40323,2014,middle
39365,2014,middle
40339,2014,middle
39911,2014,middle
44105,2014,middle
43646,2014,middle
40838,2014,middle
43462,2014,middle
41862,2014,middle
38843,2014,middle
41672,2014,middle
39782,2014,middle
43812,2014,middle
46681,2014,middle
41715,2014,middle
41356,2014,middle
40196,2014,middle
40559,2014,middle
39580,2014,middle
41206,2014,middle
43534,2014,middle
42918,2014,middle
41684,2014,middle
44168,2014,middle
44047,2014,middle
40015,2014,middle
40565,2014,middle
46413,2014,middle
40367,2014,middle
43076,2014,middle
40060,2014,middle
42556,2014,middle
40538,2014,middle
40825,2014,middle
39324,2014,middle
47892,2014,middle
39298,2014,middle
39859,2014,middle
44443,2014,middle
40084,2014,middle
41174,2014,middle
41169,2014,middle
39379,2014,middle
39372,2014,middle
39825,2014,middle
41681,2014,middle
42054,2014,middle
41921,2014,middle
43188,2014,middle
41419,2014,middle
40364,2014,middle
41215,2014,middle
41408,2014,middle
39862,2014,middle
41248,2014,middle
41903,2014,middle
40906,2014,middle
39253,2014,middle
42996,2014,middle
42952,2014,middle
40761,2014,middle
51263,2014,middle
41915,2014,middle
39470,2014,middle
39117,2014,middle
44178,2014,middle
42932,2014,middle
39376,2014,middle
44246,2014,middle
40017,2014,middle
44114,2014,middle
42020,2014,middle
41429,2014,middle
43563,2014,middle
43269,2014,middle
39245,2014,middle
39796,2014,middle
44175,2014,middle
43598,2014,middle
43001,2014,middle
40605,2014,middle
39301,2014,middle
43003,2014,middle
41687,2014,middle
41239,2014,middle
43239,2014,middle
40340,2014,middle
39242,2014,middle
40344,2014,middle
40998,2014,middle
40814,2014,middle
39299,2014,middle
42441,2014,middle
45948,2014,middle
40709,2014,middle
40812,2014,middle
41228,2014,middle
40533,2014,middle
39134,2014,middle
39871,2014,middle
42674,2014,middle
40762,2014,middle
48213,2014,middle
45999,2014,middle
40183,2014,middle
46634,2014,middle
46189,2014,middle
44450,2014,middle
44173,2014,middle
41513,2014,middle
39902,2014,middle
39559,2014,middle
39736,2014,middle
43539,2014,middle
44300,2014,middle
42051,2014,middle
39471,2014,middle
43256,2014,middle
46215,2014,middle
38822,2014,middle
43536,2014,middle
39120,2014,middle
42144,2014,middle
42438,2014,middle
44109,2014,middle
42351,2014,middle
44214,2014,middle
40019,2014,middle
42171,2014,middle
41585,2014,middle
44233,2014,middle
45860,2014,middle
39340,2014,middle
41357,2014,middle
39946,2014,middle
39132,2014,middle
44222,2014,middle
42381,2014,middle
39473,2014,middle
39375,2014,middle
47923,2014,middle
40173,2014,middle
40368,2014,middle
46141,2014,middle
43910,2014,middle
40509,2014,middle
39302,2014,middle
39556,2014,middle
43609,2014,middle
40820,2014,middle
39658,2014,middle
39660,2014,middle
47895,2014,middle
42937,2014,middle
38848,2014,middle
39531,2014,middle
40950,2014,middle
46135,2014,middle
39472,2014,middle
41049,2014,middle
41944,2014,middle
39417,2014,middle
44433,2014,middle
40836,2014,middle
47925,2014,middle
43251,2014,middle
43490,2014,middle
38857,2014,middle
41664,2014,middle
40338,2014,middle
39899,2014,middle
44650,2014,middle
43002,2014,middle
40012,2014,middle
39869,2014,middle
44254,2014,middle
43208,2014,middle
39661,2014,middle
43816,2014,middle
44226,2014,middle
39581,2014,middle
39328,2014,middle
39572,2014,middle
39116,2014,middle
41906,2014,middle
40949,2014,middle
40944,2014,middle
45997,2014,middle
41593,2014,middle
44257,2014,middle
41594,2014,middle
40148,2014,middle
39388,2014,middle
42653,2014,middle
40566,2014,middle
39178,2014,middle
47905,2014,middle
41241,2014,middle
40455,2014,middle
43231,2014,middle
38819,2014,middle
46011,2014,middle
44152,2014,middle
41209,2014,middle
48375,2014,middle
48820,2014,middle
43234,2014,middle
40829,2014,middle
43185,2014,middle
39254,2014,middle
39246,2014,middle
43197,2014,middle
38862,2014,middle
39951,2014,middle
45857,2014,middle
41789,2014,middle
41226,2014,middle
44225,2014,middle
41914,2014,middle
40002,2014,middle
44553,2014,middle
41905,2014,middle
42306,2014,middle
41291,2014,middle
41013,2014,middle
39554,2014,middle
41912,2014,middle
42337,2014,middle
44297,2014,middle
39664,2014,middle
41032,2014,middle
41732,2014,middle
39177,2014,middle
48214,2014,middle
43238,2014,middle
43649,2014,middle
40028,2014,middle
41668,2014,middle
40027,2014,middle
39415,2014,middle
42661,2014,middle
41332,2014,middle
39662,2014,middle
41171,2014,middle
39119,2014,middle
40536,2014,middle
41074,2014,middle
42084,2014,middle
46494,2014,middle
42586,2014,middle
39719,2014,middle
44108,2014,middle
46080,2014,middle
41016,2014,middle
42173,2014,middle
41717,2014,middle
45823,2014,middle
39383,2014,middle
40514,2014,middle
39573,2014,middle
40984,2014,middle
40109,2014,middle
43209,2014,middle
39045,2014,middle
44441,2014,middle
41763,2014,middle
44608,2014,middle
41017,2014,middle
42551,2014,middle
43527,2014,middle
40485,2014,middle
46004,2014,middle
39558,2014,middle
41918,2014,middle
39642,2014,middle
39543,2014,middle
44106,2014,middle
41824,2014,middle
41237,2014,middle
38910,2014,middle
44662,2014,middle
41425,2014,middle
47857,2014,middle
44268,2014,middle
44627,2014,middle
40179,2014,middle
39546,2014,middle
43257,2014,middle
44103,2014,middle
42344,2014,middle
39766,2014,middle
40965,2014,middle
46428,2014,middle
40608,2014,middle
45942,2014,middle
