sid,segmentation_year,segmentation_band
30397,2013,middle
33157,2013,middle
29664,2013,middle
32741,2013,middle
32320,2013,middle
32307,2013,middle
33178,2013,middle
29887,2013,middle
31418,2013,middle
34559,2013,middle
28799,2013,middle
35068,2013,middle
29265,2013,middle
33318,2013,middle
34970,2013,middle
30451,2013,middle
34195,2013,middle
30765,2013,middle
30245,2013,middle
33684,2013,middle
30102,2013,middle
29412,2013,middle
35895,2013,middle
29347,2013,middle
32586,2013,middle
34788,2013,middle
35508,2013,middle
32225,2013,middle
31217,2013,middle
32579,2013,middle
32089,2013,middle
30134,2013,middle
33259,2013,middle
30659,2013,middle
30764,2013,middle
29105,2013,middle
35391,2013,middle
36613,2013,middle
34201,2013,middle
32373,2013,middle
33168,2013,middle
31193,2013,middle
32292,2013,middle
32290,2013,middle
33921,2013,middle
29630,2013,middle
31718,2013,middle
34206,2013,middle
34049,2013,middle
29922,2013,middle
35892,2013,middle
33646,2013,middle
31675,2013,middle
35871,2013,middle
32047,2013,middle
32423,2013,middle
30859,2013,middle
29031,2013,middle
34202,2013,middle
33264,2013,middle
31385,2013,middle
32084,2013,middle
30532,2013,middle
31490,2013,middle
30133,2013,middle
34381,2013,middle
30590,2013,middle
28973,2013,middle
30531,2013,middle
33647,2013,middle
36364,2013,middle
33215,2013,middle
32282,2013,middle
30371,2013,middle
29629,2013,middle
31123,2013,middle
30814,2013,middle
33926,2013,middle
34588,2013,middle
33247,2013,middle
33219,2013,middle
28602,2013,middle
29916,2013,middle
31131,2013,middle
29003,2013,middle
29653,2013,middle
34739,2013,middle
34955,2013,middle
29180,2013,middle
30498,2013,middle
34045,2013,middle
29430,2013,middle
28588,2013,middle
30412,2013,middle
30200,2013,middle
30967,2013,middle
28971,2013,middle
34407,2013,middle
29198,2013,middle
34189,2013,middle
33260,2013,middle
29640,2013,middle
32059,2013,middle
30745,2013,middle
29008,2013,middle
29890,2013,middle
29348,2013,middle
30365,2013,middle
34223,2013,middle
35876,2013,middle
30557,2013,middle
31306,2013,middle
30997,2013,middle
32434,2013,middle
33225,2013,middle
30237,2013,middle
32710,2013,middle
28604,2013,middle
34551,2013,middle
30964,2013,middle
30414,2013,middle
30517,2013,middle
32744,2013,middle
29870,2013,middle
31276,2013,middle
33169,2013,middle
29622,2013,middle
35897,2013,middle
30974,2013,middle
28711,2013,middle
34552,2013,middle
30301,2013,middle
33244,2013,middle
31719,2013,middle
31215,2013,middle
31930,2013,middle
34046,2013,middle
31312,2013,middle
33458,2013,middle
31169,2013,middle
30248,2013,middle
33460,2013,middle
34396,2013,middle
35878,2013,middle
29641,2013,middle
29247,2013,middle
30357,2013,middle
32432,2013,middle
30143,2013,middle
34545,2013,middle
30995,2013,middle
29368,2013,middle
34420,2013,middle
29848,2013,middle
34583,2013,middle
30676,2013,middle
30407,2013,middle
29635,2013,middle
34428,2013,middle
34547,2013,middle
29645,2013,middle
31132,2013,middle
30374,2013,middle
36973,2013,middle
34410,2013,middle
32101,2013,middle
31477,2013,middle
30946,2013,middle
29437,2013,middle
29844,2013,middle
29825,2013,middle
31207,2013,middle
30519,2013,middle
31145,2013,middle
29865,2013,middle
34465,2013,middle
30554,2013,middle
30555,2013,middle
33012,2013,middle
31738,2013,middle
33412,2013,middle
34309,2013,middle
29263,2013,middle
31333,2013,middle
34671,2013,middle
32236,2013,middle
33221,2013,middle
31121,2013,middle
34798,2013,middle
28593,2013,middle
32664,2013,middle
31125,2013,middle
35872,2013,middle
28607,2013,middle
30177,2013,middle
31488,2013,middle
31310,2013,middle
31966,2013,middle
30274,2013,middle
33222,2013,middle
30766,2013,middle
32030,2013,middle
31205,2013,middle
30261,2013,middle
30415,2013,middle
32374,2013,middle
29339,2013,middle
34459,2013,middle
28933,2013,middle
33218,2013,middle
30495,2013,middle
35880,2013,middle
33228,2013,middle
30712,2013,middle
28585,2013,middle
34185,2013,middle
32051,2013,middle
34430,2013,middle
32095,2013,middle
33162,2013,middle
30141,2013,middle
34969,2013,middle
34673,2013,middle
32438,2013,middle
35867,2013,middle
29856,2013,middle
29334,2013,middle
35601,2013,middle
32371,2013,middle
32442,2013,middle
36014,2013,middle
30268,2013,middle
34218,2013,middle
34652,2013,middle
33877,2013,middle
34004,2013,middle
34179,2013,middle
32213,2013,middle
34034,2013,middle
34333,2013,middle
35438,2013,middle
30269,2013,middle
29455,2013,middle
31407,2013,middle
29376,2013,middle
29385,2013,middle
33793,2013,middle
31301,2013,middle
34194,2013,middle
35885,2013,middle
29197,2013,middle
28589,2013,middle
34803,2013,middle
28892,2013,middle
31486,2013,middle
29758,2013,middle
33561,2013,middle
29037,2013,middle
32090,2013,middle
30176,2013,middle
30658,2013,middle
38083,2013,middle
31331,2013,middle
34406,2013,middle
31305,2013,middle
33223,2013,middle
34581,2013,middle
28970,2013,middle
34902,2013,middle
31817,2013,middle
29634,2013,middle
31496,2013,middle
32304,2013,middle
33172,2013,middle
34405,2013,middle
34048,2013,middle
33237,2013,middle
30497,2013,middle
30467,2013,middle
31303,2013,middle
35894,2013,middle
35506,2013,middle
32411,2013,middle
30862,2013,middle
33568,2013,middle
32441,2013,middle
30447,2013,middle
29173,2013,middle
32945,2013,middle
29859,2013,middle
34554,2013,middle
38068,2013,middle
33032,2013,middle
35203,2013,middle
35959,2013,middle
30458,2013,middle
31029,2013,middle
34657,2013,middle
28980,2013,middle
28597,2013,middle
31417,2013,middle
28599,2013,middle
30821,2013,middle
31721,2013,middle
31550,2013,middle
29433,2013,middle
30445,2013,middle
35875,2013,middle
30593,2013,middle
32440,2013,middle
34394,2013,middle
31790,2013,middle
30118,2013,middle
30815,2013,middle
30515,2013,middle
32237,2013,middle
31134,2013,middle
30361,2013,middle
31835,2013,middle
30895,2013,middle
31190,2013,middle
35510,2013,middle
35899,2013,middle
30249,2013,middle
31030,2013,middle
28965,2013,middle
28598,2013,middle
33567,2013,middle
30588,2013,middle
31442,2013,middle
30726,2013,middle
34764,2013,middle
30558,2013,middle
28587,2013,middle
31455,2013,middle
29846,2013,middle
32053,2013,middle
29851,2013,middle
28583,2013,middle
34387,2013,middle
32435,2013,middle
29863,2013,middle
30595,2013,middle
33167,2013,middle
35511,2013,middle
34215,2013,middle
29756,2013,middle
29850,2013,middle
34204,2013,middle
30119,2013,middle
30195,2013,middle
31791,2013,middle
31070,2013,middle
34192,2013,middle
29302,2013,middle
30922,2013,middle
29264,2013,middle
32139,2013,middle
33535,2013,middle
33562,2013,middle
34675,2013,middle
30587,2013,middle
30196,2013,middle
32270,2013,middle
30140,2013,middle
33918,2013,middle
37198,2013,middle
30893,2013,middle
35162,2013,middle
35583,2013,middle
36365,2013,middle
35865,2013,middle
29624,2013,middle
31401,2013,middle
29106,2013,middle
32133,2013,middle
34517,2013,middle
30271,2013,middle
29627,2013,middle
32405,2013,middle
34329,2013,middle
31146,2013,middle
29244,2013,middle
30591,2013,middle
30171,2013,middle
30723,2013,middle
34393,2013,middle
29246,2013,middle
33177,2013,middle
35165,2013,middle
32129,2013,middle
33022,2013,middle
35200,2013,middle
32443,2013,middle
31181,2013,middle
30585,2013,middle
31351,2013,middle
30529,2013,middle
30939,2013,middle
33030,2013,middle
33216,2013,middle
32749,2013,middle
31197,2013,middle
33881,2013,middle
29888,2013,middle
32097,2013,middle
35900,2013,middle
34006,2013,middle
28968,2013,middle
30389,2013,middle
33236,2013,middle
34560,2013,middle
30386,2013,middle
34889,2013,middle
34196,2013,middle
34203,2013,middle
30253,2013,middle
29237,2013,middle
31552,2013,middle
33640,2013,middle
31021,2013,middle
32437,2013,middle
29881,2013,middle
34101,2013,middle
30031,2013,middle
34653,2013,middle
29032,2013,middle
29648,2013,middle
34592,2013,middle
30994,2013,middle
31942,2013,middle
34181,2013,middle
34589,2013,middle
29873,2013,middle
28594,2013,middle
34963,2013,middle
34999,2013,middle
34464,2013,middle
33999,2013,middle
29889,2013,middle
30449,2013,middle
30465,2013,middle
33093,2013,middle
31179,2013,middle
34561,2013,middle
29345,2013,middle
31551,2013,middle
30660,2013,middle
31122,2013,middle
34306,2013,middle
30300,2013,middle
30190,2013,middle
29828,2013,middle
31370,2013,middle
35163,2013,middle
29341,2013,middle
35139,2013,middle
31548,2013,middle
34190,2013,middle
33227,2013,middle
32062,2013,middle
30194,2013,middle
30250,2013,middle
32739,2013,middle
30202,2013,middle
32368,2013,middle
34038,2013,middle
30516,2013,middle
31685,2013,middle
33230,2013,middle
33555,2013,middle
35618,2013,middle
32136,2013,middle
32604,2013,middle
30817,2013,middle
29042,2013,middle
29847,2013,middle
29638,2013,middle
34961,2013,middle
31365,2013,middle
32943,2013,middle
32098,2013,middle
32294,2013,middle
34205,2013,middle
30589,2013,middle
29461,2013,middle
32621,2013,middle
35888,2013,middle
32367,2013,middle
32433,2013,middle
32629,2013,middle
33243,2013,middle
32212,2013,middle
34763,2013,middle
28824,2013,middle
34000,2013,middle
31483,2013,middle
31737,2013,middle
29671,2013,middle
35071,2013,middle
29861,2013,middle
30898,2013,middle
30372,2013,middle
28590,2013,middle
33214,2013,middle
30100,2013,middle
33027,2013,middle
30457,2013,middle
32365,2013,middle
29240,2013,middle
34047,2013,middle
34655,2013,middle
33155,2013,middle
33094,2013,middle
29436,2013,middle
34414,2013,middle
32628,2013,middle
29596,2013,middle
29340,2013,middle
30948,2013,middle
33919,2013,middle
30957,2013,middle
28609,2013,middle
32102,2013,middle
30549,2013,middle
34403,2013,middle
31209,2013,middle
31292,2013,middle
29864,2013,middle
35990,2013,middle
32436,2013,middle
33186,2013,middle
34553,2013,middle
28592,2013,middle
30028,2013,middle
30464,2013,middle
29377,2013,middle
33876,2013,middle
30381,2013,middle
33150,2013,middle
30663,2013,middle
33246,2013,middle
32948,2013,middle
32283,2013,middle
31347,2013,middle
31404,2013,middle
30962,2013,middle
33050,2013,middle
31628,2013,middle
29458,2013,middle
33151,2013,middle
31366,2013,middle
30944,2013,middle
32234,2013,middle
33643,2013,middle
32306,2013,middle
30552,2013,middle
31092,2013,middle
35387,2013,middle
29642,2013,middle
28887,2013,middle
32597,2013,middle
31367,2013,middle
31148,2013,middle
34550,2013,middle
33255,2013,middle
31220,2013,middle
34966,2013,middle
34335,2013,middle
32235,2013,middle
29338,2013,middle
30894,2013,middle
31198,2013,middle
35891,2013,middle
31714,2013,middle
32229,2013,middle
32291,2013,middle
34818,2013,middle
33152,2013,middle
34413,2013,middle
30379,2013,middle
31133,2013,middle
31140,2013,middle
28603,2013,middle
32319,2013,middle
33217,2013,middle
29625,2013,middle
29303,2013,middle
30416,2013,middle
32058,2013,middle
31202,2013,middle
33578,2013,middle
30892,2013,middle
30972,2013,middle
29918,2013,middle
34313,2013,middle
34315,2013,middle
28886,2013,middle
35889,2013,middle
30359,2013,middle
34002,2013,middle
30198,2013,middle
34960,2013,middle
29854,2013,middle
32627,2013,middle
29874,2013,middle
33188,2013,middle
30991,2013,middle
34795,2013,middle
36174,2013,middle
30461,2013,middle
32735,2013,middle
34388,2013,middle
33557,2013,middle
31163,2013,middle
32310,2013,middle
32144,2013,middle
34404,2013,middle
35574,2013,middle
29905,2013,middle
34791,2013,middle
29621,2013,middle
32424,2013,middle
28959,2013,middle
34590,2013,middle
37110,2013,middle
35801,2013,middle
29860,2013,middle
29463,2013,middle
32060,2013,middle
30375,2013,middle
32223,2013,middle
30405,2013,middle
34200,2013,middle
32951,2013,middle
34804,2013,middle
32439,2013,middle
30276,2013,middle
32069,2013,middle
31383,2013,middle
32607,2013,middle
30988,2013,middle
32734,2013,middle
31203,2013,middle
36628,2013,middle
29628,2013,middle
28974,2013,middle
31988,2013,middle
34573,2013,middle
31717,2013,middle
35514,2013,middle
31434,2013,middle
33220,2013,middle
34895,2013,middle
35874,2013,middle
31531,2013,middle
29248,2013,middle
35001,2013,middle
34952,2013,middle
30363,2013,middle
30175,2013,middle
33461,2013,middle
34534,2013,middle
30958,2013,middle
29261,2013,middle
38072,2013,middle
33465,2013,middle
29626,2013,middle
32048,2013,middle
33245,2013,middle
29867,2013,middle
31216,2013,middle
30032,2013,middle
31302,2013,middle
35207,2013,middle
33231,2013,middle
30390,2013,middle
34104,2013,middle
34964,2013,middle
32071,2013,middle
30741,2013,middle
31001,2013,middle
32348,2013,middle
29882,2013,middle
35896,2013,middle
28979,2013,middle
30117,2013,middle
31350,2013,middle
29623,2013,middle
30142,2013,middle
30740,2013,middle
32403,2013,middle
33879,2013,middle
30594,2013,middle
29460,2013,middle
31142,2013,middle
28713,2013,middle
34460,2013,middle
34579,2013,middle
33258,2013,middle
28957,2013,middle
30989,2013,middle
30303,2013,middle
28891,2013,middle
29346,2013,middle
30254,2013,middle
34376,2013,middle
31019,2013,middle
28969,2013,middle
29872,2013,middle
30413,2013,middle
31035,2013,middle
32444,2013,middle
32049,2013,middle
38468,2013,middle
34100,2013,middle
30178,2013,middle
34392,2013,middle
31633,2013,middle
29239,2013,middle
29855,2013,middle
31406,2013,middle
32606,2013,middle
33880,2013,middle
35208,2013,middle
34962,2013,middle
32052,2013,middle
33602,2013,middle
30170,2013,middle
30266,2013,middle
35883,2013,middle
32316,2013,middle
31278,2013,middle
31277,2013,middle
34556,2013,middle
33256,2013,middle
33570,2013,middle
30947,2013,middle
33163,2013,middle
31187,2013,middle
29384,2013,middle
30409,2013,middle
29007,2013,middle
30378,2013,middle
30896,2013,middle
30029,2013,middle
31334,2013,middle
28963,2013,middle
28629,2013,middle
33636,2013,middle
28584,2013,middle
30418,2013,middle
32391,2013,middle
31480,2013,middle
32091,2013,middle
30990,2013,middle
29450,2013,middle
33566,2013,middle
29429,2013,middle
30960,2013,middle
32064,2013,middle
32738,2013,middle
31136,2013,middle
31440,2013,middle
34214,2013,middle
35436,2013,middle
31989,2013,middle
32896,2013,middle
31143,2013,middle
32066,2013,middle
34767,2013,middle
32012,2013,middle
33638,2013,middle
31686,2013,middle
32276,2013,middle
30362,2013,middle
29367,2013,middle
30197,2013,middle
29369,2013,middle
32289,2013,middle
30945,2013,middle
31910,2013,middle
31194,2013,middle
29824,2013,middle
28631,2013,middle
30267,2013,middle
30551,2013,middle
31308,2013,middle
33760,2013,middle
29619,2013,middle
29352,2013,middle
34954,2013,middle
34890,2013,middle
30446,2013,middle
29639,2013,middle
29632,2013,middle
33164,2013,middle
33563,2013,middle
33533,2013,middle
37985,2013,middle
31403,2013,middle
30996,2013,middle
31363,2013,middle
29410,2013,middle
31135,2013,middle
34304,2013,middle
30455,2013,middle
34076,2013,middle
30949,2013,middle
29649,2013,middle
35877,2013,middle
31018,2013,middle
32093,2013,middle
29023,2013,middle
30728,2013,middle
30262,2013,middle
30376,2013,middle
33761,2013,middle
28883,2013,middle
30419,2013,middle
32278,2013,middle
32590,2013,middle
33998,2013,middle
35873,2013,middle
31304,2013,middle
31141,2013,middle
31838,2013,middle
33580,2013,middle
29049,2013,middle
33006,2013,middle
31395,2013,middle
30172,2013,middle
32740,2013,middle
30592,2013,middle
33648,2013,middle
31137,2013,middle
30724,2013,middle
34008,2013,middle
30662,2013,middle
33462,2013,middle
34375,2013,middle
28972,2013,middle
36362,2013,middle
32203,2013,middle
33021,2013,middle
32322,2013,middle
29342,2013,middle
35887,2013,middle
34334,2013,middle
31528,2013,middle
35866,2013,middle
35882,2013,middle
29337,2013,middle
32295,2013,middle
33920,2013,middle
34379,2013,middle
30820,2013,middle
34383,2013,middle
29366,2013,middle
33187,2013,middle
34494,2013,middle
36195,2013,middle
29045,2013,middle
35886,2013,middle
29050,2013,middle
34105,2013,middle
29670,2013,middle
30256,2013,middle
30477,2013,middle
31613,2013,middle
31034,2013,middle
29631,2013,middle
31399,2013,middle
34036,2013,middle
35513,2013,middle
29266,2013,middle
34958,2013,middle
28595,2013,middle
29620,2013,middle
33257,2013,middle
32045,2013,middle
32431,2013,middle
31147,2013,middle
31213,2013,middle
30520,2013,middle
32401,2013,middle
28596,2013,middle
31093,2013,middle
31162,2013,middle
38069,2013,middle
30914,2013,middle
32605,2013,middle
37863,2013,middle
34467,2013,middle
32728,2013,middle
31315,2013,middle
34965,2013,middle
38752,2013,middle
32259,2013,middle
30360,2013,middle
30738,2013,middle
30364,2013,middle
34466,2013,middle
29335,2013,middle
31120,2013,middle
36192,2013,middle
30993,2013,middle
32382,2013,middle
29435,2013,middle
30252,2013,middle
28962,2013,middle
30420,2013,middle
29294,2013,middle
28591,2013,middle
29759,2013,middle
38756,2013,middle
33148,2013,middle
30548,2013,middle
30586,2013,middle
29262,2013,middle
32497,2013,middle
32737,2013,middle
33013,2013,middle
30463,2013,middle
32428,2013,middle
29217,2013,middle
31680,2013,middle
36149,2013,middle
33554,2013,middle
29343,2013,middle
28793,2013,middle
29470,2013,middle
31735,2013,middle
32061,2013,middle
32238,2013,middle
28888,2013,middle
31386,2013,middle
31180,2013,middle
29013,2013,middle
30963,2013,middle
32233,2013,middle
31390,2013,middle
29354,2013,middle
33092,2013,middle
34193,2013,middle
30406,2013,middle
29161,2013,middle
34411,2013,middle
31669,2013,middle
29140,2013,middle
32268,2013,middle
29162,2013,middle
29633,2013,middle
30383,2013,middle
30661,2013,middle
31144,2013,middle
30027,2013,middle
31185,2013,middle
36375,2013,middle
31397,2013,middle
35069,2013,middle
33556,2013,middle
29845,2013,middle
32232,2013,middle
30408,2013,middle
35070,2013,middle
34539,2013,middle
30819,2013,middle
30523,2013,middle
33161,2013,middle
28586,2013,middle
31905,2013,middle
31526,2013,middle
32897,2013,middle
29388,2013,middle
30410,2013,middle
34959,2013,middle
30103,2013,middle
28608,2013,middle
34800,2013,middle
34421,2013,middle
32130,2013,middle
28798,2013,middle
34208,2013,middle
33457,2013,middle
34661,2013,middle
31549,2013,middle
30263,2013,middle
32293,2013,middle
30384,2013,middle
34222,2013,middle
33165,2013,middle
34461,2013,middle
32100,2013,middle
30900,2013,middle
32639,2013,middle
29852,2013,middle
29921,2013,middle
32372,2013,middle
32984,2013,middle
29920,2013,middle
31402,2013,middle
29462,2013,middle
31412,2013,middle
30816,2013,middle
30992,2013,middle
30270,2013,middle
34198,2013,middle
34003,2013,middle
31934,2013,middle
33166,2013,middle
33762,2013,middle
30373,2013,middle
33226,2013,middle
30576,2013,middle
31309,2013,middle
30496,2013,middle
29871,2013,middle
36016,2013,middle
30767,2013,middle
29919,2013,middle
35884,2013,middle
29428,2013,middle
34043,2013,middle
30961,2013,middle
36001,2013,middle
36981,2013,middle
30104,2013,middle
29336,2013,middle
31616,2013,middle
30423,2013,middle
35166,2013,middle
34586,2013,middle
30476,2013,middle
34684,2013,middle
32952,2013,middle
29006,2013,middle
35879,2013,middle
33878,2013,middle
29456,2013,middle
33052,2013,middle
28610,2013,middle
29469,2013,middle
35890,2013,middle
28961,2013,middle
30238,2013,middle
30417,2013,middle
33765,2013,middle
31836,2013,middle
33609,2013,middle
32321,2013,middle
37199,2013,middle
30139,2013,middle
30518,2013,middle
32272,2013,middle
31408,2013,middle
31069,2013,middle
35898,2013,middle
29866,2013,middle
32317,2013,middle
29033,2013,middle
30191,2013,middle
30411,2013,middle
28601,2013,middle
29251,2013,middle
32731,2013,middle
35881,2013,middle
31788,2013,middle
28632,2013,middle
35201,2013,middle
31789,2013,middle
34582,2013,middle
34308,2013,middle
33008,2013,middle
28600,2013,middle
33201,2013,middle
29250,2013,middle
34843,2013,middle
34106,2013,middle
34385,2013,middle
29473,2013,middle
33185,2013,middle
33248,2013,middle
30358,2013,middle
34584,2013,middle
31212,2013,middle
29351,2013,middle
30173,2013,middle
29039,2013,middle
29658,2013,middle
34557,2013,middle
30275,2013,middle
31067,2013,middle
29853,2013,middle
30677,2013,middle
32142,2013,middle
30258,2013,middle
31017,2013,middle
34462,2013,middle
31431,2013,concert
32853,2013,concert
30927,2013,concert
33784,2013,concert
31178,2013,concert
32301,2013,concert
29555,2013,concert
28772,2013,concert
30833,2013,concert
30882,2013,concert
30188,2013,concert
30052,2013,concert
33972,2013,concert
36642,2013,concert
30037,2013,concert
30326,2013,concert
28940,2013,concert
33832,2013,concert
29858,2013,concert
30836,2013,concert
32182,2013,concert
36683,2013,concert
33979,2013,concert
31720,2013,concert
32081,2013,concert
31525,2013,concert
29790,2013,concert
31281,2013,concert
33251,2013,concert
33890,2013,concert
30987,2013,concert
28951,2013,concert
32729,2013,concert
31799,2013,concert
32973,2013,concert
29816,2013,concert
29289,2013,concert
31154,2013,concert
30758,2013,concert
30146,2013,concert
29192,2013,concert
33504,2013,concert
33059,2013,concert
32791,2013,concert
33775,2013,concert
37316,2013,concert
33595,2013,concert
32266,2013,concert
36662,2013,concert
29702,2013,concert
29547,2013,concert
32531,2013,concert
29589,2013,concert
36041,2013,concert
29518,2013,concert
29666,2013,concert
37300,2013,concert
34601,2013,concert
29795,2013,concert
29508,2013,concert
33777,2013,concert
31295,2013,concert
32065,2013,concert
36032,2013,concert
32755,2013,concert
32839,2013,concert
35089,2013,concert
32407,2013,concert
32156,2013,concert
34761,2013,concert
30537,2013,concert
31176,2013,concert
32977,2013,concert
28766,2013,concert
29515,2013,concert
29989,2013,concert
32618,2013,concert
32421,2013,concert
29522,2013,concert
37297,2013,concert
37342,2013,concert
32616,2013,concert
32723,2013,concert
33834,2013,concert
28741,2013,concert
32452,2013,concert
33964,2013,concert
37334,2013,concert
37760,2013,concert
33809,2013,concert
33776,2013,concert
30683,2013,concert
31177,2013,concert
33173,2013,concert
28738,2013,concert
30673,2013,concert
28663,2013,concert
33960,2013,concert
37326,2013,concert
34024,2013,concert
28896,2013,concert
29542,2013,concert
30822,2013,concert
33951,2013,concert
33548,2013,concert
37323,2013,concert
29691,2013,concert
29884,2013,concert
30210,2013,concert
29950,2013,concert
32399,2013,concert
33952,2013,concert
29099,2013,concert
33541,2013,concert
36763,2013,concert
30901,2013,concert
33910,2013,concert
32023,2013,concert
29743,2013,concert
32721,2013,concert
37249,2013,concert
29665,2013,concert
32835,2013,concert
33053,2013,concert
30324,2013,concert
32772,2013,concert
31537,2013,concert
30908,2013,concert
30680,2013,concert
30985,2013,concert
37111,2013,concert
33886,2013,concert
36017,2013,concert
29357,2013,concert
34537,2013,concert
33770,2013,concert
29949,2013,concert
30759,2013,concert
32829,2013,concert
30242,2013,concert
32766,2013,concert
32754,2013,concert
29404,2013,concert
30679,2013,concert
32997,2013,concert
36738,2013,concert
34597,2013,concert
28807,2013,concert
38695,2013,concert
36658,2013,concert
35997,2013,concert
36674,2013,concert
29811,2013,concert
30319,2013,concert
30426,2013,concert
36673,2013,concert
36000,2013,concert
31416,2013,concert
30625,2013,concert
37350,2013,concert
29527,2013,concert
32624,2013,concert
34028,2013,concert
32416,2013,concert
33906,2013,concert
38754,2013,concert
33812,2013,concert
32456,2013,concert
30913,2013,concert
29477,2013,concert
29484,2013,concert
33671,2013,concert
32412,2013,concert
30921,2013,concert
37264,2013,concert
30672,2013,concert
29754,2013,concert
33855,2013,concert
34842,2013,concert
29711,2013,concert
37763,2013,concert
32773,2013,concert
32455,2013,concert
32833,2013,concert
37186,2013,concert
29984,2013,concert
31726,2013,concert
31233,2013,concert
33956,2013,concert
28576,2013,concert
36699,2013,concert
37308,2013,concert
28889,2013,concert
30097,2013,concert
32757,2013,concert
30338,2013,concert
29483,2013,concert
32256,2013,concert
29290,2013,concert
30085,2013,concert
31974,2013,concert
32408,2013,concert
32613,2013,concert
35168,2013,concert
34170,2013,concert
31920,2013,concert
30829,2013,concert
30911,2013,concert
33905,2013,concert
32190,2013,concert
31701,2013,concert
29139,2013,concert
37332,2013,concert
30715,2013,concert
31514,2013,concert
35837,2013,concert
31507,2013,concert
29697,2013,concert
32042,2013,concert
31234,2013,concert
32202,2013,concert
30717,2013,concert
35368,2013,concert
28764,2013,concert
36675,2013,concert
35308,2013,concert
33061,2013,concert
32841,2013,concert
31995,2013,concert
31240,2013,concert
33501,2013,concert
32254,2013,concert
30953,2013,concert
30864,2013,concert
29676,2013,concert
30132,2013,concert
31733,2013,concert
37260,2013,concert
29498,2013,concert
32149,2013,concert
29657,2013,concert
32847,2013,concert
31354,2013,concert
29663,2013,concert
30047,2013,concert
30462,2013,concert
28693,2013,concert
31128,2013,concert
31651,2013,concert
37245,2013,concert
29132,2013,concert
36042,2013,concert
30828,2013,concert
29098,2013,concert
36740,2013,concert
31971,2013,concert
35359,2013,concert
35306,2013,concert
35835,2013,concert
29793,2013,concert
37164,2013,concert
34639,2013,concert
31492,2013,concert
34262,2013,concert
30221,2013,concert
32464,2013,concert
31357,2013,concert
35340,2013,concert
37356,2013,concert
32532,2013,concert
32826,2013,concert
32454,2013,concert
29220,2013,concert
31649,2013,concert
33510,2013,concert
30890,2013,concert
35538,2013,concert
29549,2013,concert
29394,2013,concert
30004,2013,concert
29175,2013,concert
28725,2013,concert
29538,2013,concert
31691,2013,concert
31567,2013,concert
32832,2013,concert
32022,2013,concert
31062,2013,concert
29503,2013,concert
31908,2013,concert
28991,2013,concert
38678,2013,concert
29055,2013,concert
31793,2013,concert
31025,2013,concert
32461,2013,concert
33773,2013,concert
28992,2013,concert
37029,2013,concert
29558,2013,concert
32986,2013,concert
34664,2013,concert
29359,2013,concert
36037,2013,concert
32975,2013,concert
30483,2013,concert
37303,2013,concert
31864,2013,concert
31716,2013,concert
28767,2013,concert
37340,2013,concert
29965,2013,concert
29735,2013,concert
30485,2013,concert
33538,2013,concert
31586,2013,concert
29362,2013,concert
31516,2013,concert
30902,2013,concert
30187,2013,concert
31593,2013,concert
30691,2013,concert
32314,2013,concert
32985,2013,concert
30128,2013,concert
31509,2013,concert
35498,2013,concert
29054,2013,concert
29886,2013,concert
30008,2013,concert
28988,2013,concert
31841,2013,concert
32206,2013,concert
29784,2013,concert
32390,2013,concert
35499,2013,concert
36061,2013,concert
34457,2013,concert
33484,2013,concert
37311,2013,concert
29358,2013,concert
32825,2013,concert
32414,2013,concert
33821,2013,concert
32025,2013,concert
30353,2013,concert
38653,2013,concert
33683,2013,concert
31843,2013,concert
35365,2013,concert
29551,2013,concert
28579,2013,concert
32248,2013,concert
32526,2013,concert
29142,2013,concert
32782,2013,concert
30602,2013,concert
28687,2013,concert
30291,2013,concert
36079,2013,concert
29841,2013,concert
33618,2013,concert
37319,2013,concert
30278,2013,concert
30284,2013,concert
35106,2013,concert
36663,2013,concert
33782,2013,concert
31607,2013,concert
31797,2013,concert
28667,2013,concert
33829,2013,concert
30559,2013,concert
32901,2013,concert
38130,2013,concert
32470,2013,concert
33771,2013,concert
32255,2013,concert
32493,2013,concert
29582,2013,concert
29177,2013,concert
32257,2013,concert
29526,2013,concert
36664,2013,concert
31839,2013,concert
29740,2013,concert
30535,2013,concert
32181,2013,concert
37762,2013,concert
32117,2013,concert
35582,2013,concert
33845,2013,concert
36689,2013,concert
29363,2013,concert
28773,2013,concert
31725,2013,concert
37463,2013,concert
28689,2013,concert
29224,2013,concert
29571,2013,concert
31319,2013,concert
29399,2013,concert
32792,2013,concert
32852,2013,concert
37277,2013,concert
28723,2013,concert
28692,2013,concert
32846,2013,concert
33179,2013,concert
30528,2013,concert
35532,2013,concert
32691,2013,concert
35101,2013,concert
37165,2013,concert
37289,2013,concert
33944,2013,concert
32415,2013,concert
32258,2013,concert
30350,2013,concert
31729,2013,concert
31697,2013,concert
37062,2013,concert
29970,2013,concert
29278,2013,concert
29516,2013,concert
30981,2013,concert
32786,2013,concert
33745,2013,concert
34452,2013,concert
30091,2013,concert
32554,2013,concert
30285,2013,concert
30834,2013,concert
31047,2013,concert
35317,2013,concert
31845,2013,concert
30486,2013,concert
33962,2013,concert
28580,2013,concert
34031,2013,concert
32252,2013,concert
29552,2013,concert
29144,2013,concert
36637,2013,concert
31541,2013,concert
29530,2013,concert
32419,2013,concert
32770,2013,concert
35534,2013,concert
30339,2013,concert
29804,2013,concert
29225,2013,concert
30825,2013,concert
30852,2013,concert
